T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
392,Japan,2010,Balance imports/exports (millions of US dollars),G,,"75,715",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
392,Japan,2015,Balance imports/exports (millions of US dollars),G,,-695,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
392,Japan,2022,Balance imports/exports (millions of US dollars),G,,"-151,928",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
392,Japan,2023,Balance imports/exports (millions of US dollars),G,,"-33,804",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
392,Japan,2024,Balance imports/exports (millions of US dollars),G,,"-35,281",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,1995,Imports CIF (millions of US dollars),G,,"3,696",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2005,Imports CIF (millions of US dollars),G,,"10,455",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2010,Imports CIF (millions of US dollars),G,,"15,262",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2015,Imports CIF (millions of US dollars),G,,"20,475",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2022,Imports CIF (millions of US dollars),G,,"27,364",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2023,Imports CIF (millions of US dollars),G,,"25,708",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2024,Imports CIF (millions of US dollars),G,,"26,617",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,1995,Exports FOB (millions of US dollars),G,,"1,769",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2005,Exports FOB (millions of US dollars),G,,"4,284",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2010,Exports FOB (millions of US dollars),G,,"7,023",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2015,Exports FOB (millions of US dollars),G,,"7,833",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2022,Exports FOB (millions of US dollars),G,,"12,780",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2023,Exports FOB (millions of US dollars),G,,"12,590",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2024,Exports FOB (millions of US dollars),G,,"14,404",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,1995,Balance imports/exports (millions of US dollars),G,,"-1,928",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2005,Balance imports/exports (millions of US dollars),G,,"-6,170",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2010,Balance imports/exports (millions of US dollars),G,,"-8,239",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2015,Balance imports/exports (millions of US dollars),G,,"-12,642",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2022,Balance imports/exports (millions of US dollars),G,,"-14,584",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2023,Balance imports/exports (millions of US dollars),G,,"-13,118",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
400,Jordan,2024,Balance imports/exports (millions of US dollars),G,,"-12,212",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,1995,Imports CIF (millions of US dollars),G,,"3,805",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2005,Imports CIF (millions of US dollars),G,,"17,333",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2010,Imports CIF (millions of US dollars),G,,"24,024",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2015,Imports CIF (millions of US dollars),G,,"30,567",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2022,Imports CIF (millions of US dollars),G,,"30,952",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2023,Imports CIF (millions of US dollars),G,,"61,161",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2024,Imports CIF (millions of US dollars),G,,"57,512",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,1995,Exports FOB (millions of US dollars),G,,"5,227",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2005,Exports FOB (millions of US dollars),G,,"27,846",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2010,Exports FOB (millions of US dollars),G,,"57,244",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2015,Exports FOB (millions of US dollars),G,,"45,954",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2022,Exports FOB (millions of US dollars),G,,"76,140",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2023,Exports FOB (millions of US dollars),G,,"78,736",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2024,Exports FOB (millions of US dollars),G,,"78,255",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,1995,Balance imports/exports (millions of US dollars),G,,"1,422",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2005,Balance imports/exports (millions of US dollars),G,,"10,513",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2010,Balance imports/exports (millions of US dollars),G,,"33,220",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2015,Balance imports/exports (millions of US dollars),G,,"15,387",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2022,Balance imports/exports (millions of US dollars),G,,"45,188",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2023,Balance imports/exports (millions of US dollars),G,,"17,575",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
398,Kazakhstan,2024,Balance imports/exports (millions of US dollars),G,,"20,743",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,1995,Imports CIF (millions of US dollars),G,,"2,818",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2005,Imports CIF (millions of US dollars),G,,"5,846",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2010,Imports CIF (millions of US dollars),G,,"12,093",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2015,Imports CIF (millions of US dollars),G,,"16,058",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2022,Imports CIF (millions of US dollars),G,,"21,101",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2023,Imports CIF (millions of US dollars),G,,"18,604",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2024,Imports CIF (millions of US dollars),G,,"13,066",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,1995,Exports FOB (millions of US dollars),G,,"1,826",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2005,Exports FOB (millions of US dollars),G,,"3,420",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2010,Exports FOB (millions of US dollars),G,,"5,169",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2015,Exports FOB (millions of US dollars),G,,"5,907",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2022,Exports FOB (millions of US dollars),G,,"7,371",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2023,Exports FOB (millions of US dollars),G,,"7,158",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2024,Exports FOB (millions of US dollars),G,,"9,701",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,1995,Balance imports/exports (millions of US dollars),G,,-992,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2005,Balance imports/exports (millions of US dollars),G,,"-2,426",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2010,Balance imports/exports (millions of US dollars),G,,"-6,924",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2015,Balance imports/exports (millions of US dollars),G,,"-10,151",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2022,Balance imports/exports (millions of US dollars),G,,"-13,730",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2023,Balance imports/exports (millions of US dollars),G,,"-11,446",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
404,Kenya,2024,Balance imports/exports (millions of US dollars),G,,"-3,365",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,1995,Imports CIF (millions of US dollars),S,,34,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2005,Imports CIF (millions of US dollars),S,,74,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2010,Imports CIF (millions of US dollars),S,,73,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2015,Imports CIF (millions of US dollars),S,,111,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2022,Imports CIF (millions of US dollars),S,,181,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2023,Imports CIF (millions of US dollars),S,,202,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2024,Imports CIF (millions of US dollars),S,,201,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,1995,Exports FOB (millions of US dollars),S,,7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2005,Exports FOB (millions of US dollars),S,,4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2010,Exports FOB (millions of US dollars),S,,4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2015,Exports FOB (millions of US dollars),S,,10,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2022,Exports FOB (millions of US dollars),S,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2023,Exports FOB (millions of US dollars),S,,7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2024,Exports FOB (millions of US dollars),S,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,1995,Balance imports/exports (millions of US dollars),S,,-27,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2005,Balance imports/exports (millions of US dollars),S,,-70,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2010,Balance imports/exports (millions of US dollars),S,,-69,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2015,Balance imports/exports (millions of US dollars),S,,-101,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2022,Balance imports/exports (millions of US dollars),S,,-169,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2023,Balance imports/exports (millions of US dollars),S,,-195,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
296,Kiribati,2024,Balance imports/exports (millions of US dollars),S,,-196,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,1995,Imports CIF (millions of US dollars),S,,"7,790",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2005,Imports CIF (millions of US dollars),S,,"15,801",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2010,Imports CIF (millions of US dollars),S,,"22,691",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2015,Imports CIF (millions of US dollars),S,,"30,957",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2022,Imports CIF (millions of US dollars),S,,"35,926",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2023,Imports CIF (millions of US dollars),S,,"37,490",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2024,Imports CIF (millions of US dollars),S,,"38,329",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,1995,Exports FOB (millions of US dollars),S,,"12,944",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2005,Exports FOB (millions of US dollars),S,,"44,869",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2010,Exports FOB (millions of US dollars),S,,"62,698",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2015,Exports FOB (millions of US dollars),S,,"54,121",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2022,Exports FOB (millions of US dollars),S,,"99,775",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2023,Exports FOB (millions of US dollars),S,,"83,980",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2024,Exports FOB (millions of US dollars),S,,"76,292",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,1995,Balance imports/exports (millions of US dollars),S,,"5,155",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2005,Balance imports/exports (millions of US dollars),S,,"29,068",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2010,Balance imports/exports (millions of US dollars),S,,"40,007",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2015,Balance imports/exports (millions of US dollars),S,,"23,164",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2022,Balance imports/exports (millions of US dollars),S,,"63,849",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2023,Balance imports/exports (millions of US dollars),S,,"46,490",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
414,Kuwait,2024,Balance imports/exports (millions of US dollars),S,,"37,962",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,1995,Imports CIF (millions of US dollars),G,,522,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2005,Imports CIF (millions of US dollars),G,,"1,108",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2010,Imports CIF (millions of US dollars),G,,"3,223",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Imports CIF (millions of US dollars),G,,"4,068",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2022,Imports CIF (millions of US dollars),G,,"9,803",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2023,Imports CIF (millions of US dollars),G,,"12,516",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Imports CIF (millions of US dollars),G,,"11,907",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,1995,Exports FOB (millions of US dollars),G,,412,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2005,Exports FOB (millions of US dollars),G,,672,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2010,Exports FOB (millions of US dollars),G,,"1,488",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Exports FOB (millions of US dollars),G,,"1,441",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2022,Exports FOB (millions of US dollars),G,,"2,255",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2023,Exports FOB (millions of US dollars),G,,"3,385",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Exports FOB (millions of US dollars),G,,"3,740",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,1995,Balance imports/exports (millions of US dollars),G,,-110,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2005,Balance imports/exports (millions of US dollars),G,,-436,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2010,Balance imports/exports (millions of US dollars),G,,"-1,734",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2015,Balance imports/exports (millions of US dollars),G,,"-2,627",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2022,Balance imports/exports (millions of US dollars),G,,"-7,548",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2023,Balance imports/exports (millions of US dollars),G,,"-9,131",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
417,Kyrgyzstan,2024,Balance imports/exports (millions of US dollars),G,,"-8,167",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,1995,Imports CIF (millions of US dollars),S,,588,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2005,Imports CIF (millions of US dollars),S,,874,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2010,Imports CIF (millions of US dollars),S,,"1,837",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Imports CIF (millions of US dollars),S,,"3,778",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2022,Imports CIF (millions of US dollars),S,,"7,616",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2023,Imports CIF (millions of US dollars),S,,"7,075",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Imports CIF (millions of US dollars),S,,"6,753",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,1995,Exports FOB (millions of US dollars),S,,311,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2005,Exports FOB (millions of US dollars),S,,552,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2010,Exports FOB (millions of US dollars),S,,"1,909",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Exports FOB (millions of US dollars),S,,"2,985",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2022,Exports FOB (millions of US dollars),S,,"9,564",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2023,Exports FOB (millions of US dollars),S,,"6,042",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Exports FOB (millions of US dollars),S,,"7,786",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,1995,Balance imports/exports (millions of US dollars),S,,-277,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2005,Balance imports/exports (millions of US dollars),S,,-322,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2010,Balance imports/exports (millions of US dollars),S,,72,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2015,Balance imports/exports (millions of US dollars),S,,-793,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2022,Balance imports/exports (millions of US dollars),S,,"1,948",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2023,Balance imports/exports (millions of US dollars),S,,"-1,033",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
418,Lao People's Dem. Rep.,2024,Balance imports/exports (millions of US dollars),S,,"1,034",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,1995,Imports CIF (millions of US dollars),S,,"1,818",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2005,Imports CIF (millions of US dollars),S,,"8,770",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2010,Imports CIF (millions of US dollars),S,,"11,143",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2015,Imports CIF (millions of US dollars),S,,"14,096",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2022,Imports CIF (millions of US dollars),S,,"27,212",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2023,Imports CIF (millions of US dollars),S,,"24,546",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2024,Imports CIF (millions of US dollars),S,,"23,496",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,1995,Exports FOB (millions of US dollars),S,,"1,305",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
428,Latvia,2005,Exports FOB (millions of US dollars),S,,"5,303",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
