T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
788,Tunisia,2022,Balance imports/exports (millions of US dollars),G,,"-8,127",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
788,Tunisia,2023,Balance imports/exports (millions of US dollars),G,,"-5,891",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
788,Tunisia,2024,Balance imports/exports (millions of US dollars),G,,"-5,925",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,1995,Imports CIF (millions of US dollars),G,,"35,707",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2005,Imports CIF (millions of US dollars),G,,"116,774",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2010,Imports CIF (millions of US dollars),G,,"185,544",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2015,Imports CIF (millions of US dollars),G,,"213,619",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2022,Imports CIF (millions of US dollars),G,,"363,711",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2023,Imports CIF (millions of US dollars),G,,"361,967",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2024,Imports CIF (millions of US dollars),G,,"344,013",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,1995,Exports FOB (millions of US dollars),G,,"21,599",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2005,Exports FOB (millions of US dollars),G,,"73,476",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2010,Exports FOB (millions of US dollars),G,,"113,883",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2015,Exports FOB (millions of US dollars),G,,"150,982",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2022,Exports FOB (millions of US dollars),G,,"254,170",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2023,Exports FOB (millions of US dollars),G,,"255,627",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2024,Exports FOB (millions of US dollars),G,,"261,789",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,1995,Balance imports/exports (millions of US dollars),G,,"-14,109",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2005,Balance imports/exports (millions of US dollars),G,,"-43,298",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2010,Balance imports/exports (millions of US dollars),G,,"-71,661",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2015,Balance imports/exports (millions of US dollars),G,,"-62,637",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2022,Balance imports/exports (millions of US dollars),G,,"-109,541",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2023,Balance imports/exports (millions of US dollars),G,,"-106,339",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
792,Türkiye,2024,Balance imports/exports (millions of US dollars),G,,"-82,224",Special trade system up to 2012.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,1995,Imports CIF (millions of US dollars),S,,"1,364",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2005,Imports CIF (millions of US dollars),S,,"2,217",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2010,Imports CIF (millions of US dollars),S,,"2,400",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2015,Imports CIF (millions of US dollars),S,,"6,193",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2022,Imports CIF (millions of US dollars),S,,"3,456",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2023,Imports CIF (millions of US dollars),S,,"4,021",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2024,Imports CIF (millions of US dollars),S,,"3,888",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,1995,Exports FOB (millions of US dollars),S,,677,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2005,Exports FOB (millions of US dollars),S,,"3,009",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2010,Exports FOB (millions of US dollars),S,,"3,335",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2015,Exports FOB (millions of US dollars),S,,"9,666",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2022,Exports FOB (millions of US dollars),S,,"13,550",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2023,Exports FOB (millions of US dollars),S,,"14,393",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2024,Exports FOB (millions of US dollars),S,,"12,533",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,1995,Balance imports/exports (millions of US dollars),S,,-687,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2005,Balance imports/exports (millions of US dollars),S,,792,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2010,Balance imports/exports (millions of US dollars),S,,935,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2015,Balance imports/exports (millions of US dollars),S,,"3,473",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2022,Balance imports/exports (millions of US dollars),S,,"10,094",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2023,Balance imports/exports (millions of US dollars),S,,"10,372",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
795,Turkmenistan,2024,Balance imports/exports (millions of US dollars),S,,"8,645",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,1995,Imports CIF (millions of US dollars),G,,51,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2005,Imports CIF (millions of US dollars),G,,304,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2010,Imports CIF (millions of US dollars),G,,302,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2015,Imports CIF (millions of US dollars),G,,410,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2022,Imports CIF (millions of US dollars),G,,681,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,1995,Exports FOB (millions of US dollars),G,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2005,Exports FOB (millions of US dollars),G,,15,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2010,Exports FOB (millions of US dollars),G,,16,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2015,Exports FOB (millions of US dollars),G,,5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2022,Exports FOB (millions of US dollars),G,,3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,1995,Balance imports/exports (millions of US dollars),G,,-46,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2005,Balance imports/exports (millions of US dollars),G,,-289,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2010,Balance imports/exports (millions of US dollars),G,,-286,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2015,Balance imports/exports (millions of US dollars),G,,-405,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
796,Turks and Caicos Islands,2022,Balance imports/exports (millions of US dollars),G,,-679,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,1995,Imports CIF (millions of US dollars),G,,6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2005,Imports CIF (millions of US dollars),G,,13,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2010,Imports CIF (millions of US dollars),G,,12,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2015,Imports CIF (millions of US dollars),G,,44,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2022,Imports CIF (millions of US dollars),G,,83,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2023,Imports CIF (millions of US dollars),G,,73,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2024,Imports CIF (millions of US dollars),G,,73,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,1995,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2005,Exports FOB (millions of US dollars),G,,0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2010,Exports FOB (millions of US dollars),G,,0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2015,Exports FOB (millions of US dollars),G,,3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2022,Exports FOB (millions of US dollars),G,,22,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2023,Exports FOB (millions of US dollars),G,,8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2024,Exports FOB (millions of US dollars),G,,6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,1995,Balance imports/exports (millions of US dollars),G,,-6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2005,Balance imports/exports (millions of US dollars),G,,-13,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2010,Balance imports/exports (millions of US dollars),G,,-12,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2015,Balance imports/exports (millions of US dollars),G,,-41,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2022,Balance imports/exports (millions of US dollars),G,,-61,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2023,Balance imports/exports (millions of US dollars),G,,-64,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
798,Tuvalu,2024,Balance imports/exports (millions of US dollars),G,,-67,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,1995,Imports CIF (millions of US dollars),G,,"1,038",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2005,Imports CIF (millions of US dollars),G,,"2,054",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2010,Imports CIF (millions of US dollars),G,,"4,664",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2015,Imports CIF (millions of US dollars),G,,"5,528",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2022,Imports CIF (millions of US dollars),G,,"9,748",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2023,Imports CIF (millions of US dollars),G,,"11,780",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2024,Imports CIF (millions of US dollars),G,,"12,521",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,1995,Exports FOB (millions of US dollars),G,,575,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2005,Exports FOB (millions of US dollars),G,,813,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2010,Exports FOB (millions of US dollars),G,,"1,619",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2015,Exports FOB (millions of US dollars),G,,"2,267",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2022,Exports FOB (millions of US dollars),G,,"3,577",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2023,Exports FOB (millions of US dollars),G,,"6,305",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2024,Exports FOB (millions of US dollars),G,,"8,050",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,1995,Balance imports/exports (millions of US dollars),G,,-462,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2005,Balance imports/exports (millions of US dollars),G,,"-1,241",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2010,Balance imports/exports (millions of US dollars),G,,"-3,046",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2015,Balance imports/exports (millions of US dollars),G,,"-3,261",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2022,Balance imports/exports (millions of US dollars),G,,"-6,170",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2023,Balance imports/exports (millions of US dollars),G,,"-5,475",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
800,Uganda,2024,Balance imports/exports (millions of US dollars),G,,"-4,471",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,1995,Imports CIF (millions of US dollars),G,,"15,484",Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2005,Imports CIF (millions of US dollars),G,,"36,122",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2010,Imports CIF (millions of US dollars),G,,"60,737",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2015,Imports CIF (millions of US dollars),G,,"37,516",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2022,Imports CIF (millions of US dollars),G,,"55,224",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2023,Imports CIF (millions of US dollars),G,,"63,562",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2024,Imports CIF (millions of US dollars),G,,"84,053",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,1995,Exports FOB (millions of US dollars),G,,"13,128",Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2005,Exports FOB (millions of US dollars),G,,"34,228",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2010,Exports FOB (millions of US dollars),G,,"51,430",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2015,Exports FOB (millions of US dollars),G,,"38,127",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2022,Exports FOB (millions of US dollars),G,,"44,443",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2023,Exports FOB (millions of US dollars),G,,"36,186",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2024,Exports FOB (millions of US dollars),G,,"48,738",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,1995,Balance imports/exports (millions of US dollars),G,,"-2,356",Estimate.;The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2005,Balance imports/exports (millions of US dollars),G,,"-1,894",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2010,Balance imports/exports (millions of US dollars),G,,"-9,307",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2015,Balance imports/exports (millions of US dollars),G,,611,The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2022,Balance imports/exports (millions of US dollars),G,,"-10,781",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2023,Balance imports/exports (millions of US dollars),G,,"-27,376",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
804,Ukraine,2024,Balance imports/exports (millions of US dollars),G,,"-35,315",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,1995,Imports CIF (millions of US dollars),G,,"20,776",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2005,Imports CIF (millions of US dollars),G,,"80,814",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2010,Imports CIF (millions of US dollars),G,,"187,001",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2015,Imports CIF (millions of US dollars),G,,"287,025",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2022,Imports CIF (millions of US dollars),G,,"420,493",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2023,Imports CIF (millions of US dollars),G,,"470,536",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2024,Imports CIF (millions of US dollars),G,,"523,363",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,1995,Exports FOB (millions of US dollars),G,,"27,691",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2005,Exports FOB (millions of US dollars),G,,"115,453",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2010,Exports FOB (millions of US dollars),G,,"198,362",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2015,Exports FOB (millions of US dollars),G,,"300,479",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2022,Exports FOB (millions of US dollars),G,,"515,621",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2023,Exports FOB (millions of US dollars),G,,"570,245",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2024,Exports FOB (millions of US dollars),G,,"585,081",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,1995,Balance imports/exports (millions of US dollars),G,,"6,915",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2005,Balance imports/exports (millions of US dollars),G,,"34,639",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
